TimeUTC,TimeDK,PriceArea,mFRRSAUpReqMW,mFRRSAUpEUR,mFRRSADownReqMW,mFRRSADownEUR,mFRRDAUpMW,mFRRDAUpEUR,mFRRDADownMW,mFRRDADownEUR,TotalmFRRUpMW,TotalmFRRDownMW,mFRROfferedUpMW,mFRROfferedDownMW,mFRRLocalUpMW,mFRRLocalDownMW,mFRRSpecialUpMW,mFRRSpecialDownMW
2026-01-01 05:30:00,2026-01-01T06:30:00,DK1,122.0,4.42,,2.85,,,,,122,0,1224,1908,113.0,,,
2026-01-01 05:45:00,2026-01-01T06:45:00,DK1,106.0,4.71,,3.69,,,,,106,0,1220,1914,76.0,,,
2026-01-01 06:00:00,2026-01-01T07:00:00,DK1,,2.36,63.0,-1.98,,,,,0,63,1376,1764,,63.0,,
2026-01-01 06:15:00,2026-01-01T07:15:00,DK1,,2.4,69.0,-1.94,,,,,0,69,1230,1915,,59.0,,
2026-01-01 06:30:00,2026-01-01T07:30:00,DK1,,3.02,67.0,1.0,,,,,0,67,1237,1918,,58.0,,
2026-01-01 06:45:00,2026-01-01T07:45:00,DK1,,3.65,,1.0,,,,,0,0,1238,1920,,58.0,,
2026-01-01 07:00:00,2026-01-01T08:00:00,DK1,,2.39,55.0,-6.7,,,,,0,55,1272,1876,,91.0,,
2026-01-01 07:15:00,2026-01-01T08:15:00,DK1,,3.27,111.0,-5.0,,,,,0,111,1241,1911,,62.0,,
2026-01-01 07:30:00,2026-01-01T08:30:00,DK1,57.0,3.57,,3.3,,,,,57,0,1238,1905,,14.0,,
2026-01-01 07:45:00,2026-01-01T08:45:00,DK1,30.0,3.65,,-1.0,,,,,30,0,1242,1908,,58.0,,
2026-01-01 08:00:00,2026-01-01T09:00:00,DK1,,3.53,83.0,-5.0,,,,,0,83,1237,1893,,64.0,,
2026-01-01 08:15:00,2026-01-01T09:15:00,DK1,,3.54,,-5.0,,,,,0,0,1241,1896,,64.0,,
2026-01-01 08:30:00,2026-01-01T09:30:00,DK1,91.0,3.72,,3.7,,,,,91,0,1232,1905,,7.0,,
2026-01-01 08:45:00,2026-01-01T09:45:00,DK1,120.0,4.27,,0.0,,,,,120,0,1153,1994,,62.0,,
2026-01-01 09:00:00,2026-01-01T10:00:00,DK1,,4.32,,-5.0,,,,,0,0,1101,2058,,75.0,,
2026-01-01 09:15:00,2026-01-01T10:15:00,DK1,50.0,4.32,,0.0,,,,,50,0,1100,2063,,64.0,,
2026-01-01 09:30:00,2026-01-01T10:30:00,DK1,78.0,4.36,,4.09,,,,,78,0,1105,2067,,38.0,,
2026-01-01 09:45:00,2026-01-01T10:45:00,DK1,29.0,4.36,,1.0,,,,,29,0,1096,2068,,63.0,,
2026-01-01 10:00:00,2026-01-01T11:00:00,DK1,,4.4,31.0,-5.0,,,,,0,31,1327,2078,,82.0,,
2026-01-01 10:15:00,2026-01-01T11:15:00,DK1,33.0,4.68,,-1.5,,,,,33,0,1283,2131,,78.0,,
2026-01-01 10:30:00,2026-01-01T11:30:00,DK1,,5.34,52.0,-1.0,,,,,0,52,1292,2142,,72.0,,
2026-01-01 10:45:00,2026-01-01T11:45:00,DK1,,5.19,87.0,-4.0,,,,,0,87,1301,2157,,88.0,,
2026-01-01 11:00:00,2026-01-01T12:00:00,DK1,,4.8,135.0,-5.0,,,,,0,135,1266,2172,,92.0,,
2026-01-01 11:15:00,2026-01-01T12:15:00,DK1,,5.05,98.0,-2.13,,,,,0,98,1270,2176,,78.0,,
2026-01-01 11:30:00,2026-01-01T12:30:00,DK1,,5.14,91.0,-1.0,,,,,0,91,1274,2171,,70.0,,
2026-01-01 11:45:00,2026-01-01T12:45:00,DK1,,5.38,71.0,-5.0,,,,,0,71,1228,2137,,82.0,,
2026-01-01 12:00:00,2026-01-01T13:00:00,DK1,,5.72,50.0,-5.0,,,,,0,50,1158,2195,,85.0,,
2026-01-01 12:15:00,2026-01-01T13:15:00,DK1,,6.68,128.0,-1.0,,,,,0,128,1131,2213,,64.0,,
2026-01-01 12:30:00,2026-01-01T13:30:00,DK1,33.0,6.69,,5.5,,,,,33,0,1118,2202,,34.0,,
2026-01-01 12:45:00,2026-01-01T13:45:00,DK1,47.0,7.05,,-1.0,,,,,47,0,1002,2356,,61.0,,
2026-01-01 13:00:00,2026-01-01T14:00:00,DK1,61.0,21.0,,7.55,,,,,61,0,983,2475,9.0,,,
2026-01-01 13:15:00,2026-01-01T14:15:00,DK1,73.0,9.31,,9.26,,,,,73,0,943,2458,,8.0,,459.0
2026-01-01 13:30:00,2026-01-01T14:30:00,DK1,,10.51,478.0,-66.95,,,,,0,478,908,2466,,233.0,,352.0
2026-01-01 13:45:00,2026-01-01T14:45:00,DK1,,12.51,325.0,0.0,,,,,0,325,673,2545,,87.0,,
2026-01-01 14:00:00,2026-01-01T15:00:00,DK1,,10.95,1673.0,-16.07,,,,,0,1673,645,2498,,1457.0,,
2026-01-01 14:15:00,2026-01-01T15:15:00,DK1,,15.46,600.0,-10.0,,,,,0,600,646,2487,,277.0,,
2026-01-01 14:30:00,2026-01-01T15:30:00,DK1,,15.55,400.0,-10.0,,,,,0,400,645,2475,,311.0,,
2026-01-01 14:45:00,2026-01-01T15:45:00,DK1,,18.71,794.0,-10.04,,,,,0,794,645,2488,,359.0,,
2026-01-01 15:00:00,2026-01-01T16:00:00,DK1,,18.74,538.0,-10.0,,,,,0,538,610,2471,,256.0,,
2026-01-01 15:15:00,2026-01-01T16:15:00,DK1,,20.59,557.0,-10.04,,,,,0,557,610,2449,,353.0,,
2026-01-01 15:30:00,2026-01-01T16:30:00,DK1,,23.77,470.0,-6.69,,,,,0,470,610,2436,,128.0,,
2026-01-01 15:45:00,2026-01-01T16:45:00,DK1,,31.12,567.0,3.35,,,,,0,567,608,2595,,190.0,,
2026-01-01 16:00:00,2026-01-01T17:00:00,DK1,,26.78,726.0,-10.0,,,,,0,726,597,2696,,518.0,,
2026-01-01 16:15:00,2026-01-01T17:15:00,DK1,,31.5,730.0,-10.0,,,,,0,730,602,2720,,503.0,,
2026-01-01 16:30:00,2026-01-01T17:30:00,DK1,,35.8,854.0,-10.0,,,,,0,854,602,2761,,710.0,,
2026-01-01 16:45:00,2026-01-01T17:45:00,DK1,,34.92,708.0,-10.0,,,,,0,708,597,2754,,520.0,,
2026-01-01 17:00:00,2026-01-01T18:00:00,DK1,,29.38,464.0,-1.0,,,,,0,464,607,2677,,312.0,,
2026-01-01 17:15:00,2026-01-01T18:15:00,DK1,,31.66,577.0,-1.0,,,,,0,577,688,2674,,312.0,,
2026-01-01 17:30:00,2026-01-01T18:30:00,DK1,,24.09,462.0,0.54,,,,,0,462,688,2669,,279.0,,
2026-01-01 17:45:00,2026-01-01T18:45:00,DK1,,19.9,534.0,-1.0,,,,,0,534,688,2684,,333.0,,
2026-01-01 18:00:00,2026-01-01T19:00:00,DK1,,30.64,699.0,-10.0,,,,,0,699,702,2634,,353.0,,
2026-01-01 18:15:00,2026-01-01T19:15:00,DK1,,21.04,588.0,8.7,,,,,0,588,701,2612,,156.0,,
2026-01-01 18:30:00,2026-01-01T19:30:00,DK1,,22.78,461.0,11.79,,,,,0,461,624,2644,,203.0,,
2026-01-01 18:45:00,2026-01-01T19:45:00,DK1,,21.97,519.0,-6.7,,,,,0,519,624,2620,,381.0,,
2026-01-01 19:00:00,2026-01-01T20:00:00,DK1,,24.43,418.0,20.8,,,,,0,418,619,2435,,11.0,,
2026-01-01 19:15:00,2026-01-01T20:15:00,DK1,,23.71,464.0,12.88,,,,,0,464,615,2371,,60.0,,
2026-01-01 19:30:00,2026-01-01T20:30:00,DK1,,21.21,422.0,9.0,,,,,0,422,619,2290,,91.0,,
2026-01-01 19:45:00,2026-01-01T20:45:00,DK1,,43.76,386.0,19.73,,,,,0,386,699,2448,5.0,,,
2026-01-01 20:00:00,2026-01-01T21:00:00,DK1,,21.38,543.0,5.36,,,,,0,543,719,2339,,283.0,,
2026-01-01 20:15:00,2026-01-01T21:15:00,DK1,,19.54,707.0,-10.0,,,,,0,707,719,2272,,404.0,,
2026-01-01 20:30:00,2026-01-01T21:30:00,DK1,,33.82,471.0,6.32,,,,,0,471,717,2223,,282.0,,
2026-01-01 20:45:00,2026-01-01T21:45:00,DK1,,49.39,535.0,9.22,,,,,0,535,713,2180,,212.0,,
2026-01-01 21:00:00,2026-01-01T22:00:00,DK1,,16.06,580.0,0.54,,,,,0,580,732,2240,,322.0,,
2026-01-01 21:15:00,2026-01-01T22:15:00,DK1,,21.5,492.0,9.22,,,,,0,492,732,2216,,205.0,,
2026-01-01 21:30:00,2026-01-01T22:30:00,DK1,,40.01,512.0,8.19,,,,,0,512,732,2199,,243.0,,
2026-01-01 21:45:00,2026-01-01T22:45:00,DK1,,41.0,645.0,5.86,,,,,0,645,728,2209,,271.0,,
2026-01-01 22:00:00,2026-01-01T23:00:00,DK1,,33.47,572.0,9.22,,,,,0,572,727,2194,,197.0,,
2026-01-01 22:15:00,2026-01-01T23:15:00,DK1,,30.13,713.0,0.54,,,,,0,713,727,2195,,362.0,,
2026-01-01 22:30:00,2026-01-01T23:30:00,DK1,,34.0,814.0,-13.38,,,,,0,814,728,2161,,552.0,,
2026-01-01 22:45:00,2026-01-01T23:45:00,DK1,,33.01,914.0,-13.39,,,,,0,914,728,2112,,600.0,,
2026-01-01 23:00:00,2026-01-02T00:00:00,DK1,,15.58,1199.0,-20.08,,,,,0,1199,754,2213,,758.0,,
2026-01-01 23:15:00,2026-01-02T00:15:00,DK1,,16.0,1324.0,-20.08,,,,,0,1324,701,2287,,805.0,,
2026-01-01 23:30:00,2026-01-02T00:30:00,DK1,,15.57,1119.0,-24.1,,,,,0,1119,785,2215,,815.0,,
2026-01-01 23:45:00,2026-01-02T00:45:00,DK1,,14.99,1022.0,-26.64,,,,,0,1022,981,2022,,680.0,,
2026-01-02 00:00:00,2026-01-02T01:00:00,DK1,,15.56,867.0,-10.04,,,,,0,867,803,2012,,301.0,,
2026-01-02 00:15:00,2026-01-02T01:15:00,DK1,,15.56,349.0,-10.0,,,,,0,349,808,1981,,152.0,,
2026-01-02 00:30:00,2026-01-02T01:30:00,DK1,,13.04,430.0,-6.7,,,,,0,430,981,1897,,78.0,,
2026-01-02 00:45:00,2026-01-02T01:45:00,DK1,,40.0,209.0,9.94,,,,,0,209,981,1776,14.0,,,
2026-01-02 01:00:00,2026-01-02T02:00:00,DK1,,20.0,449.0,-10.0,,,,,0,449,776,1761,,126.0,,
2026-01-02 01:15:00,2026-01-02T02:15:00,DK1,288.0,46.86,,15.57,,,,,288,0,836,1674,24.0,,,
2026-01-02 01:30:00,2026-01-02T02:30:00,DK1,,43.0,,14.42,,,,,0,0,975,1614,7.0,,,
2026-01-02 01:45:00,2026-01-02T02:45:00,DK1,175.0,60.39,,9.99,,,,,175,0,983,1474,34.0,,,
2026-01-02 02:00:00,2026-01-02T03:00:00,DK1,344.0,60.27,,9.99,,,,,344,0,977,1450,31.0,,,
2026-01-02 02:15:00,2026-01-02T03:15:00,DK1,222.0,46.86,,7.75,,,,,222,0,985,1427,43.0,,,
2026-01-02 02:30:00,2026-01-02T03:30:00,DK1,245.0,57.61,,9.93,,,,,245,0,973,1440,32.0,,,
2026-01-02 02:45:00,2026-01-02T03:45:00,DK1,196.0,44.0,,7.6,,,,,196,0,999,1330,39.0,,,
2026-01-02 03:00:00,2026-01-02T04:00:00,DK1,,29.0,171.0,9.42,,,,,0,171,988,1322,19.0,,,
2026-01-02 03:15:00,2026-01-02T04:15:00,DK1,,37.7,109.0,9.42,,,,,0,109,982,1338,31.0,,,
2026-01-02 03:30:00,2026-01-02T04:30:00,DK1,,45.0,77.0,10.0,,,,,0,77,978,1344,21.0,,,
2026-01-02 03:45:00,2026-01-02T04:45:00,DK1,,50.0,48.0,11.17,,,,,0,48,965,1415,22.0,,,
2026-01-02 04:00:00,2026-01-02T05:00:00,DK1,,39.0,63.0,9.82,,,,,0,63,971,1443,22.0,,,
2026-01-02 04:15:00,2026-01-02T05:15:00,DK1,,14.47,306.0,14.0,,,,,0,306,957,1449,6.0,,,
2026-01-02 04:30:00,2026-01-02T05:30:00,DK1,,15.57,419.0,0.0,,,,,0,419,901,1521,,119.0,,
2026-01-02 04:45:00,2026-01-02T05:45:00,DK1,,22.83,532.0,-5.0,,,,,0,532,874,1576,,160.0,,
2026-01-02 05:00:00,2026-01-02T06:00:00,DK1,,12.41,416.0,-10.0,,,,,0,416,877,1634,,261.0,,
2026-01-02 05:15:00,2026-01-02T06:15:00,DK1,,22.45,416.0,0.54,,,,,0,416,608,1926,,268.0,,
2026-01-02 05:30:00,2026-01-02T06:30:00,DK1,,30.66,432.0,-2.0,,,,,0,432,608,1927,,337.0,,
2026-01-02 05:45:00,2026-01-02T06:45:00,DK1,,38.76,289.0,9.22,,,,,0,289,616,1994,,171.0,,
2026-01-02 06:00:00,2026-01-02T07:00:00,DK1,,35.31,438.0,6.5,,,,,0,438,606,2028,,250.0,,
2026-01-02 06:15:00,2026-01-02T07:15:00,DK1,,44.26,249.0,12.07,,,,,0,249,605,2194,,133.0,,
2026-01-02 06:30:00,2026-01-02T07:30:00,DK1,,59.99,139.0,43.59,,,,,0,139,599,2213,,97.0,,
2026-01-02 06:45:00,2026-01-02T07:45:00,DK1,,66.68,107.0,12.05,,,,,0,107,598,2228,,171.0,,
2026-01-02 07:00:00,2026-01-02T08:00:00,DK1,,66.33,86.0,9.22,,,,,0,86,542,2265,,238.0,,
2026-01-02 07:15:00,2026-01-02T08:15:00,DK1,,68.58,109.0,12.0,,,,,0,109,542,2252,,193.0,,
2026-01-02 07:30:00,2026-01-02T08:30:00,DK1,,69.93,91.0,21.0,,,,,0,91,543,2333,,173.0,,
2026-01-02 07:45:00,2026-01-02T08:45:00,DK1,,70.63,62.0,32.0,,,,,0,62,541,2335,,162.0,,
2026-01-02 08:00:00,2026-01-02T09:00:00,DK1,,70.51,125.0,34.14,,,,,0,125,536,2332,,114.0,,
2026-01-02 08:15:00,2026-01-02T09:15:00,DK1,,70.5,66.0,46.37,,,,,0,66,541,2322,,91.0,,
2026-01-02 08:30:00,2026-01-02T09:30:00,DK1,88.0,71.63,,71.63,,,,,88,0,541,2356,,,,
2026-01-02 08:45:00,2026-01-02T09:45:00,DK1,166.0,72.15,,72.15,,,,,166,0,541,2370,,,,
2026-01-02 09:00:00,2026-01-02T10:00:00,DK1,361.0,73.85,,62.85,,,,,361,0,553,2486,,,,
2026-01-02 09:15:00,2026-01-02T10:15:00,DK1,341.0,60.37,,60.37,,,,,341,0,554,2500,,,,
2026-01-02 09:30:00,2026-01-02T10:30:00,DK1,172.0,56.98,,20.47,,,,,172,0,554,2488,,179.0,,
2026-01-02 09:45:00,2026-01-02T10:45:00,DK1,62.0,56.54,,9.22,,,,,62,0,554,2552,,391.0,,
2026-01-02 10:00:00,2026-01-02T11:00:00,DK1,,55.33,51.0,9.22,,,,,0,51,612,2533,,322.0,,
2026-01-02 10:15:00,2026-01-02T11:15:00,DK1,,59.1,183.0,11.83,,,,,0,183,609,2561,,231.0,,
2026-01-02 10:30:00,2026-01-02T11:30:00,DK1,,58.49,246.0,52.0,,,,,0,246,609,2590,,84.0,,
2026-01-02 10:45:00,2026-01-02T11:45:00,DK1,,56.42,214.0,54.78,,,,,0,214,612,2651,,,,
2026-01-02 11:00:00,2026-01-02T12:00:00,DK1,,80.93,107.0,54.82,,,,,0,107,612,2680,11.0,,,
2026-01-02 11:15:00,2026-01-02T12:15:00,DK1,,76.0,125.0,57.5,,,,,0,125,609,2675,10.0,,,
2026-01-02 11:30:00,2026-01-02T12:30:00,DK1,123.0,79.0,,60.0,,,,,123,0,609,2707,10.0,,,
2026-01-02 11:45:00,2026-01-02T12:45:00,DK1,433.0,81.0,,59.69,,,,,433,0,609,2805,10.0,,,
2026-01-02 12:00:00,2026-01-02T13:00:00,DK1,419.0,81.72,,68.6,,,,,419,0,564,2800,10.0,,,
2026-01-02 12:15:00,2026-01-02T13:15:00,DK1,458.0,87.78,,65.84,,,,,458,0,564,2799,23.0,,,
2026-01-02 12:30:00,2026-01-02T13:30:00,DK1,,64.71,,26.78,,,,,0,0,564,2765,,100.0,,
2026-01-02 12:45:00,2026-01-02T13:45:00,DK1,,76.0,67.0,68.64,,,,,0,67,564,2666,10.0,,,
2026-01-02 13:00:00,2026-01-02T14:00:00,DK1,,65.51,216.0,40.17,,,,,0,216,561,2790,,127.0,,
2026-01-02 13:15:00,2026-01-02T14:15:00,DK1,,71.01,273.0,50.0,,,,,0,273,558,2857,,186.0,,
2026-01-02 13:30:00,2026-01-02T14:30:00,DK1,,70.01,196.0,54.47,,,,,0,196,562,2847,,114.0,,
2026-01-02 13:45:00,2026-01-02T14:45:00,DK1,,73.95,242.0,50.21,,,,,0,242,570,2806,,104.0,,
2026-01-02 14:00:00,2026-01-02T15:00:00,DK1,,69.63,50.0,69.36,,,,,0,50,445,2898,,18.0,,
2026-01-02 14:15:00,2026-01-02T15:15:00,DK1,47.0,81.57,,76.93,,,,,47,0,445,2925,3.0,,,
2026-01-02 14:30:00,2026-01-02T15:30:00,DK1,93.0,100.42,,81.04,,,,,93,0,453,2942,14.0,,,
2026-01-02 14:45:00,2026-01-02T15:45:00,DK1,124.0,93.73,,82.38,,,,,124,0,467,2920,7.0,,,
2026-01-02 15:00:00,2026-01-02T16:00:00,DK1,120.0,87.03,,74.28,,,,,120,0,434,3030,6.0,,,
2026-01-02 15:15:00,2026-01-02T16:15:00,DK1,45.0,89.0,,81.85,,,,,45,0,430,3019,9.0,,,
2026-01-02 15:30:00,2026-01-02T16:30:00,DK1,,90.0,45.0,85.79,,,,,0,45,430,3021,9.0,,,
2026-01-02 15:45:00,2026-01-02T16:45:00,DK1,,100.0,97.0,87.9,,,,,0,97,430,3051,9.0,,,
2026-01-02 16:00:00,2026-01-02T17:00:00,DK1,,105.0,107.0,83.84,,,,,0,107,429,3063,12.0,,,
2026-01-02 16:15:00,2026-01-02T17:15:00,DK1,,94.34,67.0,85.94,,,,,0,67,425,3059,6.0,,,
2026-01-02 16:30:00,2026-01-02T17:30:00,DK1,,100.0,88.0,85.98,,,,,0,88,425,3017,6.0,,,
2026-01-02 16:45:00,2026-01-02T17:45:00,DK1,,91.32,93.0,85.98,,,,,0,93,425,2990,6.0,,,
2026-01-02 17:00:00,2026-01-02T18:00:00,DK1,,90.05,81.0,87.98,,,,,0,81,419,2927,7.0,,,
2026-01-02 17:15:00,2026-01-02T18:15:00,DK1,,92.87,39.0,87.96,,,,,0,39,419,2892,7.0,,,
2026-01-02 17:30:00,2026-01-02T18:30:00,DK1,,93.7,52.0,89.44,,,,,0,52,423,2858,7.0,,,
2026-01-02 17:45:00,2026-01-02T18:45:00,DK1,,88.49,78.0,87.99,,,,,0,78,425,2815,7.0,,,
2026-01-02 18:00:00,2026-01-02T19:00:00,DK1,,90.0,65.0,89.95,,,,,0,65,426,2779,,,,
2026-01-02 18:15:00,2026-01-02T19:15:00,DK1,,89.9,84.0,87.3,,,,,0,84,426,2765,,18.0,,
2026-01-02 18:30:00,2026-01-02T19:30:00,DK1,,88.01,95.0,86.0,,,,,0,95,425,2730,,18.0,,
2026-01-02 18:45:00,2026-01-02T19:45:00,DK1,,86.43,96.0,83.74,,,,,0,96,425,2675,,18.0,,
2026-01-02 19:00:00,2026-01-02T20:00:00,DK1,,94.95,135.0,86.0,,,,,0,135,431,2615,,18.0,,
2026-01-02 19:15:00,2026-01-02T20:15:00,DK1,,89.83,128.0,82.04,,,,,0,128,431,2572,,18.0,,
2026-01-02 19:30:00,2026-01-02T20:30:00,DK1,,86.65,105.0,77.77,,,,,0,105,431,2538,,18.0,,
2026-01-02 19:45:00,2026-01-02T20:45:00,DK1,,85.18,,82.55,,,,,0,0,431,2490,,18.0,,
2026-01-02 20:00:00,2026-01-02T21:00:00,DK1,,84.84,,83.0,,,,,0,0,445,2447,,17.0,,
2026-01-02 20:15:00,2026-01-02T21:15:00,DK1,38.0,84.41,,82.42,,,,,38,0,445,2438,,18.0,,
2026-01-02 20:30:00,2026-01-02T21:30:00,DK1,,84.13,,83.01,,,,,0,0,445,2381,,18.0,,
2026-01-02 20:45:00,2026-01-02T21:45:00,DK1,,80.69,,62.93,,,,,0,0,442,2360,,38.0,,
2026-01-02 21:00:00,2026-01-02T22:00:00,DK1,,87.25,35.0,85.0,,,,,0,35,459,2398,,17.0,,
2026-01-02 21:15:00,2026-01-02T22:15:00,DK1,,86.86,83.0,84.19,,,,,0,83,458,2382,12.0,,,
2026-01-02 21:30:00,2026-01-02T22:30:00,DK1,,89.35,91.0,86.52,,,,,0,91,458,2365,15.0,,,
2026-01-02 21:45:00,2026-01-02T22:45:00,DK1,,85.0,94.0,84.41,,,,,0,94,462,2340,7.0,,,
2026-01-02 22:00:00,2026-01-02T23:00:00,DK1,,85.08,239.0,83.65,,,,,0,239,465,2205,8.0,,,
2026-01-02 22:15:00,2026-01-02T23:15:00,DK1,,82.99,230.0,82.53,,,,,0,230,463,2162,,18.0,,
2026-01-02 22:30:00,2026-01-02T23:30:00,DK1,,86.0,68.0,81.65,,,,,0,68,468,2127,8.0,,,
2026-01-02 22:45:00,2026-01-02T23:45:00,DK1,,80.0,179.0,78.97,,,,,0,179,477,2093,1.0,,,
2026-01-02 23:00:00,2026-01-03T00:00:00,DK1,,92.0,184.0,82.98,,,,,0,184,455,2071,6.0,,,
2026-01-02 23:15:00,2026-01-03T00:15:00,DK1,,101.81,333.0,82.79,,,,,0,333,455,2033,8.0,,,
2026-01-02 23:30:00,2026-01-03T00:30:00,DK1,,106.44,211.0,78.69,,,,,0,211,453,1987,23.0,,,
2026-01-02 23:45:00,2026-01-03T00:45:00,DK1,,83.0,259.0,74.84,,,,,0,259,455,1932,13.0,,,
2026-01-03 00:00:00,2026-01-03T01:00:00,DK1,,82.0,362.0,80.9,,,,,0,362,458,1975,13.0,,,
2026-01-03 00:15:00,2026-01-03T01:15:00,DK1,,81.41,303.0,77.99,,,,,0,303,459,1926,13.0,,,
2026-01-03 00:30:00,2026-01-03T01:30:00,DK1,,77.98,229.0,77.54,,,,,0,229,465,1894,10.0,,,
2026-01-03 00:45:00,2026-01-03T01:45:00,DK1,,79.05,119.0,76.89,,,,,0,119,465,1867,10.0,,,
2026-01-03 01:00:00,2026-01-03T02:00:00,DK1,,77.96,115.0,77.67,,,,,0,115,473,1851,,17.0,,
2026-01-03 01:15:00,2026-01-03T02:15:00,DK1,,76.39,85.0,75.0,,,,,0,85,473,1841,,17.0,,
2026-01-03 01:30:00,2026-01-03T02:30:00,DK1,,75.51,,75.24,,,,,0,0,472,1803,10.0,,,
2026-01-03 01:45:00,2026-01-03T02:45:00,DK1,,73.88,135.0,73.69,,,,,0,135,472,1780,,,,
2026-01-03 02:00:00,2026-01-03T03:00:00,DK1,,76.49,191.0,76.36,,,,,0,191,478,1717,,2.0,,
2026-01-03 02:15:00,2026-01-03T03:15:00,DK1,,75.16,276.0,65.0,,,,,0,276,478,1652,,17.0,,
2026-01-03 02:30:00,2026-01-03T03:30:00,DK1,,75.0,343.0,74.01,,,,,0,343,478,1650,10.0,,,
2026-01-03 02:45:00,2026-01-03T03:45:00,DK1,,75.0,311.0,73.62,,,,,0,311,478,1615,10.0,,,
2026-01-03 03:00:00,2026-01-03T04:00:00,DK1,,75.0,317.0,73.18,,,,,0,317,475,1633,6.0,,,
2026-01-03 03:15:00,2026-01-03T04:15:00,DK1,,75.0,238.0,72.93,,,,,0,238,478,1631,10.0,,,
2026-01-03 03:30:00,2026-01-03T04:30:00,DK1,,75.0,171.0,73.06,,,,,0,171,478,1613,10.0,,,
2026-01-03 03:45:00,2026-01-03T04:45:00,DK1,,75.0,141.0,72.92,,,,,0,141,479,1676,10.0,,,
2026-01-03 04:00:00,2026-01-03T05:00:00,DK1,,76.86,,73.95,,,,,0,0,459,1655,6.0,,,
2026-01-03 04:15:00,2026-01-03T05:15:00,DK1,,75.0,43.0,73.82,,,,,0,43,463,1631,10.0,,,
2026-01-03 04:30:00,2026-01-03T05:30:00,DK1,,76.0,184.0,75.3,,,,,0,184,463,1602,10.0,,,
2026-01-03 04:45:00,2026-01-03T05:45:00,DK1,,76.89,147.0,76.03,,,,,0,147,465,1581,,17.0,,
2026-01-03 05:00:00,2026-01-03T06:00:00,DK1,,74.0,230.0,72.55,,,,,0,230,467,1595,6.0,,,
2026-01-03 05:15:00,2026-01-03T06:15:00,DK1,,74.5,200.0,63.55,,,,,0,200,470,1555,,27.0,,
